,0,1,2,3,4
0,0.0,0.0,-0.1621,0.0,0.0
1,-0.7969,0.0081,-0.0524,1.153,-0.0864
2,0.2129,-0.7004,2.8854,0.1488,0.0
3,0.0,-1.6023,0.4597,0.0,0.0
4,0.0,0.0,1.1136,0.0,0.0
